Time,StepCount,alpha1,alpha2,F1c,F2c,F3c,Fxg,Fyg,Mzg
309,7725,0.222712,-0.230118,13244.8,13224.5,97.0483,25793.5,6.10541,9528.81
310,7750,0.224405,-0.231428,13229,13208.7,93.1711,25753.9,7.31515,9086.65
311,7775,0.234825,-0.24164,13191.1,13170.9,82.5234,25617.3,-0.0103678,8373.19
312,7800,0.241578,-0.247215,13162.2,13142,74.7972,25522.4,7.74752,7244.29
313,7825,0.234807,-0.24038,13163.6,13143.5,61.0146,25568,-5.51519,6484.63
314,7850,0.194589,-0.200348,13261.5,13241.4,63.8807,25987.8,-7.0087,6818.28
315,7875,0.118302,-0.124275,13531.9,13511.4,86.5788,26844.5,8.88655,8295.44
316,7900,0.051691,-0.0582932,13914.4,13893.2,104.281,27765.4,13.7913,9782.64
317,7925,0.03727,-0.0438697,14159.3,14138,110.468,28273.8,18.033,10189.9
318,7950,0.0533286,-0.0602169,14071.1,14050,100.983,28075.6,5.4814,9835.35
319,7975,0.103486,-0.110354,13754.2,13733.4,87.269,27330.4,-4.35799,8963.54
320,8000,0.173434,-0.179077,13478.9,13457.2,80.5691,26518.8,9.56394,7708.25
321,8025,0.225489,-0.231045,13329.3,13307.7,70.7255,25946,3.5357,7036.36
322,8050,0.236906,-0.243006,13287.7,13266.4,73.4382,25793.1,-0.158594,7484.01
323,8075,0.225883,-0.232182,13301.1,13279.7,93.4019,25886.6,16.7318,8679.34
324,8100,0.202207,-0.209555,13353,13331.4,100.372,26120.7,8.82901,9727.46
325,8125,0.186857,-0.194091,13391.7,13370.2,104.585,26277.8,13.6074,9913.42
326,8150,0.203086,-0.209967,13340,13318.5,101.111,26091.9,15.7512,9479.1
327,8175,0.241688,-0.249295,13233.5,13212.7,87.5719,25653.1,-4.9319,9116.86
328,8200,0.292816,-0.299122,13117.8,13096.1,86.6768,25074,13.9577,8180.45
329,8225,0.335016,-0.340739,13025.2,13003.3,75.9552,24556.8,12.9637,7177.96
330,8250,0.328295,-0.334408,13007.6,12985.9,62.8456,24579.5,-5.21921,6718.48
331,8275,0.272186,-0.277646,13100.2,13078.9,73.4297,25195.9,10.4402,7005.99
332,8300,0.194484,-0.200327,13290.1,13268.4,81.8431,26042.6,10.028,7825.35
333,8325,0.120031,-0.126351,13553,13530.7,88.3209,26878.4,6.12292,8608.52
334,8350,0.0772855,-0.0829082,13800,13778.1,97.1513,27489.6,21.6281,8744.46
335,8375,0.0702149,-0.0759852,13901.7,13879.8,89.7329,27707.3,11.3933,8475.11
336,8400,0.0923199,-0.0979073,13793.8,13772.1,78.1112,27441.2,3.51606,7699.56
337,8425,0.137213,-0.142367,13591.2,13569.4,67.0708,26895.5,0.810316,6755.9
338,8450,0.169591,-0.174854,13477.1,13455.5,62.0008,26534,-4.12804,6495.77
339,8475,0.158424,-0.163783,13517.5,13495.9,76.9848,26663.5,9.00331,7369.9
340,8500,0.12848,-0.134408,13640.6,13618.7,95.9982,27024.1,18.7606,8789.55
341,8525,0.119813,-0.126765,13693.5,13671.6,101.151,27157.2,9.43644,9722.31
342,8550,0.142895,-0.149809,13607.5,13585.7,102.63,26902.4,12.8161,9728.05
343,8575,0.185009,-0.19184,13465.4,13443.8,95.9166,26432.8,9.70973,9232.48
344,8600,0.225886,-0.232143,13349,13327.1,88.675,25979.4,12.3559,8415.76
345,8625,0.26234,-0.268367,13253.3,13231.5,79.8159,25557.7,8.52173,7732.34
346,8650,0.290818,-0.297332,13176.9,13155.5,75.5285,25201.9,-0.337171,7734.54
347,8675,0.320356,-0.326436,13102,13080.4,88.216,24825,19.6158,8082.96
348,8700,0.322721,-0.329338,13070,13048.6,88.398,24742.6,13.3973,8395.87
349,8725,0.269979,-0.277317,13155.5,13133.7,88.7553,25310.8,1.76964,8947.57
350,8750,0.212854,-0.21941,13283.4,13262,105.754,25927.7,25.3335,9500.48
351,8775,0.180718,-0.187678,13369.5,13348.1,104.276,26265.5,16.7971,9730.02
352,8800,0.169669,-0.176165,13404.4,13383.1,97.9954,26387.9,15.9606,9136.99
353,8825,0.177557,-0.183044,13380.1,13358.8,89.659,26305.4,21.3143,8066.29
354,8850,0.19362,-0.19939,13327.8,13306.7,73.3777,26121.8,2.13102,7344.5
355,8875,0.192852,-0.198315,13325,13304.1,72.8119,26121.3,5.53465,7129.28
356,8900,0.149872,-0.15553,13465.8,13444.7,83.9749,26597.3,11.9452,7918.93
357,8925,0.08097,-0.0874853,13782,13759.9,101.237,27444.1,13.6866,9511.79
358,8950,0.0490649,-0.0556014,14066.7,14044.5,121.717,28072.6,31.1299,10716.3
359,8975,0.0560797,-0.0634013,14076.8,14054.7,119.121,28081.1,17.6368,11077.3
360,9000,0.0960667,-0.103659,13827.1,13805.5,107.204,27494.7,4.98155,10505.7
361,9025,0.168455,-0.174873,13529,13506.5,99.8093,26638,18.1719,9222.69
362,9050,0.23928,-0.245721,13333.5,13311.2,86.4403,25865.1,8.49377,8384.64
363,9075,0.271686,-0.278164,13247.7,13225.6,85.0483,25479,8.52261,8263.34
364,9100,0.26614,-0.272572,13239.4,13217.3,96.2913,25502.6,20.1682,8836.66
365,9125,0.237109,-0.244555,13288.6,13266.2,102.57,25788.3,11.8922,9833.77
366,9150,0.221968,-0.229358,13313,13290.6,115.623,25929,24.8074,10521.2
367,9175,0.228554,-0.236296,13283.8,13261.6,115.115,25831.4,20.2428,10687.1
368,9200,0.237007,-0.245125,13249.3,13227.3,106.904,25710.8,7.77803,10455.4
369,9225,0.262045,-0.26878,13180.2,13157.8,105.895,25415.5,26.1806,9513.76
370,9250,0.295499,-0.302064,13096.3,13074,92.6758,25010.7,17.1431,8637.02
371,9275,0.300179,-0.306351,13063.9,13041.7,82.2729,24914.2,12.0192,7838.66
372,9300,0.270374,-0.275679,13103.8,13081.9,79.7578,25215.7,18.7781,7249.88
373,9325,0.210245,-0.215906,13239.3,13217.2,78.1118,25858.2,9.58682,7485.59
374,9350,0.127799,-0.133766,13513,13490.4,93.3498,26772.7,16.4266,8639.23
375,9375,0.0631854,-0.0690918,13860,13837.3,111.877,27636.6,31.7616,9731.16
376,9400,0.0455863,-0.0517756,14088.9,14066.1,111.712,28121.5,25.7949,9976.04
377,9425,0.0595686,-0.0656389,14031.1,14008.5,101.911,27984.6,18.3892,9355.23
378,9450,0.105381,-0.111384,13756.3,13733.8,87.3331,27328.7,7.73457,8429.02
379,9475,0.165201,-0.170678,13515.9,13493.2,79.1726,26629,10.0324,7550.16
380,9500,0.195687,-0.200698,13419.8,13397.1,79.9113,26291.8,18.5088,7246.96
381,9525,0.189702,-0.195313,13431.2,13408.5,84.6349,26343.8,15.0587,7873.12
382,9550,0.176105,-0.182394,13469.3,13446.5,97.7963,26484.4,18.5702,9010.6
383,9575,0.177214,-0.183913,13463.6,13440.9,107.965,26467,23.3799,9797.92
384,9600,0.183705,-0.190842,13440.2,13417.7,104.719,26388.2,14.732,9879.11
385,9625,0.201914,-0.208221,13383.4,13360.8,101.051,26183.7,23.0798,9139.56
386,9650,0.240915,-0.247527,13275.9,13253.7,87.8719,25742.2,8.13605,8544.7
387,9675,0.292699,-0.299463,13156.7,13134.7,81.649,25147.2,3.00246,8194.97
388,9700,0.34295,-0.348566,13054.1,13031.3,85.6297,24541.5,24.4232,7616.17
389,9725,0.347832,-0.353999,13015.7,12993.2,72.3008,24423.8,4.69969,7214.34
390,9750,0.292547,-0.299012,13096.9,13074.3,75.1687,25034.6,0.817311,7653.37
391,9775,0.217969,-0.223999,13262.2,13239.9,96.0082,25857.5,22.9445,8651.27
392,9800,0.156516,-0.163393,13445.4,13422.5,96.9937,26524.8,9.44445,9341.99
393,9825,0.122976,-0.129267,13586.9,13564.2,96.5913,26935.4,14.7187,9036.35
394,9850,0.118931,-0.124587,13624.8,13602.2,89.6477,27025.3,15.9624,8289.31
395,9875,0.139072,-0.145026,13550.4,13528.2,74.526,26805.8,-2.1321,7633.53
396,9900,0.168816,-0.174145,13448.1,13425.8,67.8498,26479.7,1.10895,6838.98
397,9925,0.172611,-0.178031,13435.8,13413.6,65.2061,26437.7,-2.57009,6747.72
398,9950,0.130063,-0.136215,13595.9,13573.2,78.5915,26928.5,-1.23618,7992.22
399,9975,0.0862572,-0.0925985,13827.1,13804.2,107.411,27520.8,22.1985,9741.89
400,10000,0.0789271,-0.0863659,13913.6,13890.6,112.308,27709.1,11.1442,10724.8
401,10025,0.106994,-0.114846,13775.6,13753,104.801,27359.2,-0.110507,10516.5
402,10050,0.169327,-0.176383,13530.7,13507.7,98.0838,26635.3,8.0863,9522.18
403,10075,0.237051,-0.244041,13342.9,13320,85.9625,25895.1,0.919018,8694.03
404,10100,0.277771,-0.284293,13241.8,13218.7,80.9122,25422.4,4.39648,8053.94
405,10125,0.285849,-0.292412,13203.9,13181,79.6299,25289.6,3.16072,7987.89
406,10150,0.277307,-0.284486,13198.5,13175.6,86.7846,25340.3,2.14805,8745.39
407,10175,0.279165,-0.286386,13173.3,13150.5,102.991,25278.1,18.0818,9618.31
408,10200,0.264942,-0.273101,13181.6,13158.8,102.235,25392.7,4.68938,10161.6
409,10225,0.231636,-0.23964,13243.4,13220.7,104.07,25732.6,6.37894,10239.2
410,10250,0.224569,-0.231648,13249,13226.4,106.003,25789.4,19.8312,9798.11
411,10275,0.235303,-0.242502,13209.8,13187.4,94.3488,25647.3,7.32372,9226.12
412,10300,0.243945,-0.25009,13176.2,13153.8,86.5028,25530.6,13.5401,8158.59
413,10325,0.243091,-0.248676,13163.1,13140.9,73.5438,25512.8,7.72835,7135.94
414,10350,0.215595,-0.221417,13218.8,13196.6,66.7889,25787.2,-3.46928,6969.99
415,10375,0.149001,-0.15492,13424.2,13401.7,84.4585,26516.6,9.37913,8094.12
416,10400,0.0703796,-0.0768307,13789.3,13766.1,105.704,27480.7,18.7709,9722.03
417,10425,0.0387316,-0.0454631,14112.3,14088.8,115.532,28176,21.6846,10538.2
418,10450,0.0447933,-0.0515482,14149.7,14126.4,111.315,28243.1,17.0494,10337.1
419,10475,0.0825279,-0.089663,13881.3,13858.4,96.0551,27636.8,-0.577179,9658.27
420,10500,0.149573,-0.15574,13571.2,13547.7,87.0677,26803.4,7.98684,8424.48
421,10525,0.211828,-0.217322,13379.1,13355.2,78.2167,26121.1,11.5292,7418.93
422,10550,0.236824,-0.242891,13304.8,13281.4,72.7881,25825,0.0197769,7425.82
423,10575,0.231014,-0.237304,13304.6,13281.2,89.2578,25860.2,13.3677,8441.01
424,10600,0.212223,-0.219263,13340.6,13317,102.109,26039.5,15.4892,9611.21
425,10625,0.190218,-0.197857,13394.5,13370.9,104.412,26262.9,8.65791,10142.9
426,10650,0.195169,-0.202062,13375.7,13352.1,106,26202.2,20.3495,9761.5
427,10675,0.228178,-0.235772,13279.8,13256.8,92.2319,25825.6,-0.535533,9381.85
428,10700,0.276495,-0.283606,13163.5,13140.3,86.4699,25279,3.00939,8675.64
429,10725,0.327274,-0.333101,13057.2,13033.2,82.0617,24681,17.9495,7566
430,10750,0.341291,-0.347559,13005.7,12982.1,64.507,24461.5,-4.16594,6857.53
431,10775,0.29969,-0.305603,13057.9,13034.4,66.9784,24906.4,0.33538,6866.4
432,10800,0.226778,-0.232481,13212.8,13189.4,79.4198,25709.1,11.4192,7548.31
433,10825,0.148083,-0.154596,13450.4,13426.2,83.3734,26569.3,0.490265,8408.23
434,10850,0.0917606,-0.0977694,13710.1,13686.2,93.0687,27273.2,13.3905,8739.25
435,10875,0.0730268,-0.0788032,13870,13846.2,90.954,27636.2,12.9398,8539.82
436,10900,0.0851508,-0.0910573,13831.4,13807.8,78.6045,27531.9,-0.629791,7946.31
437,10925,0.124786,-0.130181,13642.8,13619.2,67.3483,27040.6,-2.58665,6945.98
438,10950,0.16681,-0.172165,13487.1,13463.7,58.0868,26564.6,-9.09632,6348.73
439,10975,0.169888,-0.175422,13477.5,13454.2,65.2913,26531.1,-4.11586,6834.31
440,11000,0.139829,-0.145615,13590.3,13566.8,86.9695,26881,12.5424,8199.62
441,11025,0.120326,-0.127181,13684.4,13660.7,95.9473,27135.9,5.86064,9384.86
442,11050,0.132958,-0.140164,13642.9,13619.4,97.6903,27008.3,3.58579,9669.11
443,11075,0.17242,-0.179437,13503,13479.5,93.6115,26565.8,4.51149,9248.57
444,11100,0.216371,-0.223114,13373,13349.6,84.8592,26079.8,2.03748,8522.08
445,11125,0.2548,-0.260942,13271.7,13248.1,77.4181,25642.9,4.68021,7681.53
446,11150,0.284683,-0.291293,13192.1,13169,68.576,25275.3,-8.37106,7425.95
447,11175,0.311975,-0.318493,13120,13096.9,76.6944,24924.9,2.64218,7736.58
448,11200,0.329854,-0.336322,13063.4,13040.3,84.5937,24668.8,12.3665,8079.6
449,11225,0.295099,-0.302651,13102.7,13079.4,79.5158,25021.3,-8.10602,8516.91
450,11250,0.233073,-0.240141,13228.7,13205.7,93.2567,25697.8,7.8308,9096.72
451,11275,0.193142,-0.200037,13327.4,13304.4,99.7408,26118.7,14.1781,9419.6
452,11300,0.175533,-0.182653,13377.2,13354.3,91.6223,26303.8,2.05116,9162.77
453,11325,0.177394,-0.183251,13371.9,13349.1,86.1799,26287.6,13.293,8102.79
454,11350,0.192291,-0.198137,13323.5,13300.9,70.3809,26118.7,-1.58281,7229.46
455,11375,0.19991,-0.20575,13295.7,13273.3,62.507,26024.3,-8.96803,6792.49
456,11400,0.171613,-0.177255,13378.5,13356.1,71.8091,26328.8,1.42149,7219.08
457,11425,0.104258,-0.110725,13646.2,13623,86.2937,27111.7,1.11534,8634.19
458,11450,0.05368,-0.0604072,13979.4,13955.8,107.835,27889.6,15.3682,10078.4
459,11475,0.0494607,-0.0565031,14103.7,14080.1,114.402,28144.1,16.5492,10668.3
460,11500,0.0768791,-0.084752,13924.4,13901.4,101.884,27734.8,-5.43477,10451.7
461,11525,0.139498,-0.14641,13618.6,13595,94.0394,26935.9,4.30867,9278.89
462,11550,0.216414,-0.222812,13378.9,13355,82.6892,26091.6,4.42345,8197.88
463,11575,0.263637,-0.270343,13258.9,13235.4,74.3379,25555.5,-5.16061,7839.72
464,11600,0.27039,-0.276838,13225.4,13202,84.6169,25444.2,8.91639,8210.34
465,11625,0.246111,-0.253332,13261,13237.4,92.3613,25676.3,5.47776,9130.18
466,11650,0.221193,-0.228867,13307.9,13284.3,102.716,25921.6,8.52167,10003.4
467,11675,0.222542,-0.230046,13293,13269.4,109.875,25884.9,18.055,10272.8
468,11700,0.231573,-0.239885,13257,13233.8,100.247,25758,-1.36773,10223.9
469,11725,0.24997,-0.257281,13201.3,13177.9,98.4333,25535.2,10.9645,9481.25
470,11750,0.28546,-0.291984,13113.1,13089.4,90.3122,25117.9,15.1261,8499.32
471,11775,0.303564,-0.310121,13056.6,13033.2,76.0769,24871.1,1.63054,7719.68
472,11800,0.284413,-0.290018,13071.4,13048.2,72.883,25049.6,9.25761,7027.11
473,11825,0.234124,-0.239634,13170,13146.9,70.48,25582,5.42346,6939.39
474,11850,0.156551,-0.162597,13395.3,13371.6,78.3724,26426.7,2.25292,7832.86
475,11875,0.0802738,-0.0861983,13733.4,13709.6,99.524,27347.9,20.4896,9044.54
476,11900,0.0474131,-0.0535468,14027.2,14003.2,105.621,27994.5,20.9747,9604.77
477,11925,0.0511195,-0.0572653,14079.9,14056.1,98.1766,28094.6,13.1353,9229.56
478,11950,0.0851481,-0.0911816,13857.6,13834,84.7258,27584,3.59012,8357.71
479,11975,0.144026,-0.149771,13582.9,13559.3,73.2522,26849.8,-0.429509,7441.24
480,12000,0.18766,-0.192786,13437.8,13414,72.1642,26367.3,9.08977,6917.84
481,12025,0.191261,-0.196594,13422.2,13398.5,76.3356,26317.9,10.7356,7257.06
482,12050,0.176182,-0.182357,13464.3,13440.5,86.3195,26473.5,8.82123,8329.85
483,12075,0.172422,-0.17895,13475,13451.3,100.201,26511.7,17.8295,9288.64
484,12100,0.179582,-0.18669,13449.9,13426.4,100.358,26426.7,10.7272,9636.33
485,12125,0.192315,-0.198956,13408.5,13385,96.7293,26282.2,14.0329,9130.61
486,12150,0.224811,-0.231092,13314.5,13291,87.8052,25917.2,11.7359,8369.36
487,12175,0.272388,-0.279336,13196.6,13173.8,75.8667,25373.2,-6.06605,8036.42
488,12200,0.326268,-0.332238,13084.7,13061.2,80.5438,24741.3,14.3092,7581.91
489,12225,0.35321,-0.359009,13015,12991.5,74.0958,24374.7,11.5961,7077.52
490,12250,0.316502,-0.323114,13051.5,13028,65.95,24757,-8.48995,7191.54
491,12275,0.244057,-0.250133,13194.7,13171.5,86.1855,25565.3,14.1942,8102.35
492,12300,0.176291,-0.182848,13375.8,13352.1,94.8288,26297.9,12.845,8987.92
493,12325,0.132577,-0.139309,13536.2,13512.4,92.6192,26798.9,5.64063,9073.96
494,12350,0.11896,-0.124607,13613.3,13589.8,90.478,27001.6,17.0954,8326.19
495,12375,0.131395,-0.137298,13573.1,13549.8,75.9914,26878.4,-0.221968,7693.49
496,12400,0.160196,-0.165778,13470.3,13447.1,66.3119,26560.6,-4.0548,6926.5
497,12425,0.176619,-0.181829,13417.2,13394.1,63.2045,26381.7,-1.39445,6503.29
498,12450,0.147475,-0.153427,13519.4,13496,68.6452,26710.1,-7.34669,7303.72
499,12475,0.095935,-0.102182,13757,13733.3,96.2864,27355.4,13.1915,9067.04
500,12500,0.0757552,-0.0826716,13916,13892,112.284,27720.6,18.3163,10400
501,12525,0.0909599,-0.0988892,13853.3,13829.7,105.411,27558.1,-1.61479,10640
502,12550,0.142852,-0.150109,13620.3,13596.5,99.7177,26925.2,5.49025,9790.94
503,12575,0.167859,-0.174569,13535.3,13511.5,89.6343,26651.2,4.27343,8864.23
504,12600,0.144711,-0.150887,13623.5,13600,81.9049,26926.6,2.22576,8176.2
505,12625,0.0906066,-0.0961271,13882.4,13859.3,81.3982,27620.7,7.31201,7858.98
506,12650,0.0403932,-0.0462975,14266.8,14243.4,84.0079,28483.3,0.937379,8380.13
507,12675,0.0213124,-0.0271628,14649,14625.4,100.466,29265.6,15.4295,9330.92
508,12700,0.0149736,-0.0211546,15016.7,14993,106.957,30004.6,14.6558,9999.97
509,12725,0.00987184,-0.016477,15462.4,15438.5,104.518,30898.1,2.78784,10293.6
510,12750,0.0108262,-0.0164209,15846.2,15822.3,109.755,31665.4,21.5008,9964.33
511,12775,0.0151495,-0.0205911,16077.7,16053.9,101.269,32126.3,14.2872,9459.43
512,12800,0.0202504,-0.0251668,16243.7,16219.9,91.4815,32455.2,12.2408,8593.56
513,12825,0.0249911,-0.0290561,16389.8,16366.1,81.7143,32743.8,15.8025,7475.46
514,12850,0.0266402,-0.0308117,16573.5,16549.9,69.4553,33109.6,1.07345,6937.3
515,12875,0.0220233,-0.026377,16891.9,16868.3,79.0902,33750.2,6.19335,7650.12
516,12900,0.0136179,-0.0183296,17369.8,17345.9,102.744,34711.1,21.352,9284.47
517,12925,0.0105251,-0.0157149,17864.2,17840.1,116.804,35701,24.4787,10522.4
518,12950,0.015401,-0.020528,18106.5,18082.4,118.483,36182.9,26.1607,10614.5
519,12975,0.0308473,-0.036249,17962.4,17938.6,105.802,35880.7,9.6922,10121.9
520,13000,0.0633216,-0.0683092,17614.4,17590.7,94.4035,35128.8,8.3607,9081.58
521,13025,0.10394,-0.108025,17319.8,17295.7,87.6363,34421.2,19.894,7913.48
522,13050,0.133773,-0.13808,17162.1,17138.3,78.7389,33984,8.78211,7556.52
523,13075,0.144061,-0.148727,17122,17098.3,88.5387,33854.1,13.0076,8337
524,13100,0.144357,-0.14937,17130.7,17107.1,107.272,33869.1,25.8395,9601.75
525,13125,0.137232,-0.143088,17176.9,17153.2,110.977,33993.3,14.7474,10474.5
526,13150,0.140527,-0.145958,17174.5,17150.9,115.125,33973.7,26.2368,10358.6
527,13175,0.165062,-0.170648,17066.6,17043.2,106.118,33630.3,16.1022,9947.86
528,13200,0.205526,-0.211361,16908.2,16885.1,95.5206,33061.7,3.82018,9489.47
529,13225,0.256703,-0.261354,16744.3,16720.3,94.9075,32348.2,25.8228,8440.7
530,13250,0.291935,-0.296674,16632.6,16608.9,78.9523,31812.2,10.4433,7586.09
531,13275,0.283048,-0.287922,16625.9,16602.4,72.899,31883.4,1.8322,7379.47
532,13300,0.240354,-0.244871,16726.6,16703.2,86.7358,32450.6,19.0458,7928.84
533,13325,0.184795,-0.19002,16908.2,16884.2,91.5779,33200.7,9.30645,8835.71
534,13350,0.136571,-0.141786,17123.6,17099.6,100.719,33892.2,15.6721,9418.18
535,13375,0.113917,-0.118757,17269.6,17245.7,104.385,34281.9,24.1847,9375.04
536,13400,0.122366,-0.127447,17242.9,17219.3,93.3657,34193.6,9.43912,8965.54
537,13425,0.162202,-0.166962,17054.2,17030.6,82.0244,33624.1,5.87205,8030.39
538,13450,0.212425,-0.217068,16861.8,16838.3,70.9646,32926,-0.4562,7252.67
539,13475,0.232501,-0.237295,16783.8,16760.4,72.7549,32623,-0.01423,7420.52
540,13500,0.217642,-0.222564,16816,16792.6,93.3857,32797.6,17.782,8637.77
541,13525,0.20112,-0.206871,16860,16836.5,106.1,32997.7,15.975,9977.57
542,13550,0.214118,-0.220398,16804.1,16780.8,109.759,32795.2,11.7836,10544.2
543,13575,0.257692,-0.263899,16662.1,16638.9,108.328,32174.8,14.4603,10308.7
544,13600,0.30735,-0.313474,16522.4,16499.4,99.9911,31443.5,10.7571,9685.05
545,13625,0.349289,-0.354853,16408.5,16385.1,92.9832,30781.9,15.4043,8793.04
546,13650,0.378472,-0.384385,16317.5,16294.5,82.192,30268.1,1.25855,8398.54
547,13675,0.401464,-0.407378,16236.9,16214,87.1675,29833,7.953,8595.92
548,13700,0.426101,-0.431787,16154.6,16131.6,96.866,29361.1,22.9474,8873.5
549,13725,0.413716,-0.420436,16127.2,16104.4,89.8926,29468.5,0.0848267,9258.18
550,13750,0.372539,-0.379057,16164.2,16141.6,102.914,30051.2,13.2922,9905.35
551,13775,0.344059,-0.350398,16183.7,16161.1,113.231,30414.3,24.5168,10386.2
552,13800,0.331049,-0.337784,16174,16151.5,105.721,30534.6,10.2708,10297
553,13825,0.33547,-0.341129,16130.6,16108,101.527,30411.3,22.9726,9276.84
554,13850,0.35315,-0.358787,16060.4,16038,85.8653,30086.1,8.85918,8383.64
555,13875,0.364699,-0.370315,16000.4,15978.2,75.9542,29843.2,0.133937,7808.33
556,13900,0.344943,-0.350251,16002,15979.9,82.0393,30069,9.76251,7948.38
557,13925,0.281986,-0.287988,16126.7,16104,93.52,30930.6,7.0824,9189.14
558,13950,0.211797,-0.217938,16322,16299,118.4,31870.8,25.4433,10765.2
559,13975,0.191016,-0.197472,16384.4,16361.3,128.771,32129.8,29.5212,11592.5
560,14000,0.227847,-0.235125,16254.2,16231.9,117.384,31619.4,7.44059,11510.8
561,14025,0.300536,-0.307028,16065.2,16042.1,110.02,30637,17.4838,10368
562,14050,0.368619,-0.374724,15917.7,15894.2,97.9689,29639.7,16.0065,9280.41
563,14075,0.399103,-0.405272,15828.5,15805.3,89.542,29109.5,8.84223,8794.15
564,14100,0.399549,-0.405437,15784.3,15761.1,96.4545,29024.4,20.1051,8951.95
565,14125,0.372096,-0.378715,15792.9,15769.6,101.808,29364.2,13.1581,9804.89
566,14150,0.343076,-0.349821,15812.9,15789.6,115.895,29724.7,23.5603,10704.5
567,14175,0.333144,-0.33999,15797.2,15773.9,121.339,29799.7,27.0125,11079.2
568,14200,0.33313,-0.340626,15761.6,15738.6,112.558,29729.5,8.73488,11062.6
569,14225,0.351817,-0.358288,15692.5,15669.1,112.856,29405.4,25.831,10297.6
570,14250,0.380607,-0.386837,15606.7,15583.4,101.937,28921.8,20.5653,9470.39
571,14275,0.393019,-0.39897,15545.4,15522.2,89.9842,28663.3,13.6607,8603.36
572,14300,0.379336,-0.38442,15528.8,15505.8,83.5382,28799,18.9338,7690.5
573,14325,0.338211,-0.343516,15575.2,15552.1,75.5563,29336.3,5.45403,7504.36
574,14350,0.27016,-0.275661,15717,15693.7,89.1851,30248,12.2682,8508.03
575,14375,0.190096,-0.195701,15956.7,15933.1,110.672,31298.2,27.4832,9890.96
576,14400,0.136707,-0.142536,16176.8,16153,115.831,32015.1,25.8341,10445.7
577,14425,0.137063,-0.142698,16189,16165.4,109.677,32038.3,22.7034,9979.81
578,14450,0.182492,-0.188329,16001.8,15978.5,93.6599,31432.1,6.22456,9179.19
579,14475,0.242252,-0.247479,15811.2,15787.5,84.0795,30656,9.70655,8104.09
580,14500,0.275392,-0.279968,15709.1,15685.2,79.7473,30191.6,17.2397,7338.56
581,14525,0.268893,-0.273959,15700.3,15676.5,77.9729,30228.1,7.79584,7600.31
582,14550,0.25248,-0.257932,15720.9,15697,94.3202,30400.2,17.4806,8769.74
583,14575,0.249913,-0.255942,15706.7,15682.9,107.264,30390.9,21.5997,9866.87
584,14600,0.255096,-0.26173,15671.9,15648.3,105.829,30280.1,11.4177,10202.6
585,14625,0.271424,-0.277257,15610.4,15586.7,104.44,30030.4,23.281,9519.79
586,14650,0.293895,-0.30017,15533.6,15510.3,89.2974,29684.3,2.97853,8972.54
587,14675,0.326556,-0.332639,15439.5,15416.3,82.9218,29194.8,1.65239,8418.53
588,14700,0.379113,-0.384156,15322.5,15298.4,82.8887,28417.9,20.2203,7571.24
589,14725,0.40146,-0.407195,15247,15223.5,66.2518,28013.5,-4.83219,7102.11
590,14750,0.371298,-0.377022,15261.3,15237.8,71.6866,28388.9,-1.00188,7446.43
591,14775,0.318747,-0.324393,15339.1,15315.7,87.7219,29083.3,13.0252,8357.64
592,14800,0.261636,-0.268054,15455,15431.1,88.3931,29809.1,-1.00155,9050.93
593,14825,0.221498,-0.227212,15552.8,15529.3,93.2432,30303,11.9049,8901.18
594,14850,0.211616,-0.217144,15571,15547.6,86.1975,30406.2,7.13871,8414.3
595,14875,0.232735,-0.23826,15496.2,15473,73.1248,30114.3,-4.6577,7673.48
596,14900,0.266775,-0.271825,15392.3,15369,62.6405,29652.6,-6.03575,6712.23
597,14925,0.270049,-0.275294,15361.1,15338,55.9361,29564.8,-15.3721,6480.9
