Time,StepCount,V_wind,psi_wind_deg,ramp_duration,psi,u,v,tau_wind_surge,tau_wind_sway,tau_wind_yaw,enable_ramp
227,227,5.500000,20.000000,10.000000,1.060850,0.974804,-1.320516,-30.090326,-15107.219536,-1532550.646002,1
228,228,5.500000,20.000000,10.000000,1.060628,0.975502,-1.320142,-29.928385,-15108.423392,-1532730.976801,1
229,229,5.500000,20.000000,10.000000,1.060479,0.976170,-1.319784,-29.885619,-15110.065203,-1532913.835183,1
230,230,5.500000,20.000000,10.000000,1.060404,0.976800,-1.319445,-29.958074,-15112.108240,-1533096.869882,1
231,231,5.500000,20.000000,10.000000,1.060399,0.977386,-1.319130,-30.141460,-15114.516697,-1533277.943354,1
232,232,5.500000,20.000000,10.000000,1.060465,0.977924,-1.318840,-30.431196,-15117.255773,-1533455.122948,1
233,233,5.500000,20.000000,10.000000,1.060598,0.978408,-1.318579,-30.822464,-15120.291742,-1533626.671844,1
234,234,5.500000,20.000000,10.000000,1.060797,0.978835,-1.318350,-31.310246,-15123.592017,-1533791.039879,1
235,235,5.500000,20.000000,10.000000,1.061060,0.979202,-1.318153,-31.889368,-15127.125211,-1533946.854334,1
236,236,5.500000,20.000000,10.000000,1.061382,0.979507,-1.317990,-32.554543,-15130.861174,-1534092.910762,1
237,237,5.500000,20.000000,10.000000,1.061763,0.979746,-1.317864,-33.300403,-15134.771044,-1534228.163920,1
238,238,5.500000,20.000000,10.000000,1.062199,0.979919,-1.317773,-34.121534,-15138.827270,-1534351.718840,1
239,239,5.500000,20.000000,10.000000,1.062687,0.980025,-1.317720,-35.012513,-15143.003646,-1534462.822081,1
240,240,5.500000,20.000000,10.000000,1.063224,0.980064,-1.317704,-35.967933,-15147.275325,-1534560.853183,1
